middleF1,middleF2,middleF3,middleF4,hardF1,hardF2,hardF3,hardF4,softF1,softF2,softF3,softF4
-0.00980777762745167,0.0393641536475033,-0.997304205272507,-0.525718233965854,0.365663559793304,-0.513220582246071,-1.01229717711884,-0.389109861946899,-0.227439853964762,0.102849087204728,-0.557723597807135,0.301603591356084
-0.436768279762004,0.327574010868395,-0.843693439285808,-0.494923898578345,-0.467655984874018,-0.41824378249879,0.105300112694232,-0.221850992396561,-0.0816316832584409,0.254606495077724,0.335375290791843,-0.123468164946523
-0.439435309072621,-0.392166665377461,-0.584611679899234,0.0286467890152966,-0.793513615945542,-0.218506651202979,1.0528984687377,-0.159237096682833,-0.227439853964762,0.102849087204728,-0.557723597807135,0.301603591356084
2.08500541671109,0.488934890359378,-0.654933775468836,-0.00448606961487379,-0.668042465180376,-0.394319700940206,-1.07909100289972,-0.110345707449703,-0.227439853964762,0.102849087204728,-0.557723597807135,0.301603591356084
-0.12570120152472,-0.630990092911343,-1.09262926817772,0.164113171138065,-0.742289158985509,-0.0177975524444949,-0.953225367844332,-0.161093621087392,-0.262600273759931,0.278899694610346,-0.602616830830564,-1.5557056816517
-0.389628026275186,-0.22649622643388,-0.483529058609228,-0.216154677643323,-0.460051436484327,-0.266325251360818,-1.00963004362539,-0.310829259215145,-0.168712773521442,-1.01326925985606,-0.176878008697317,-0.0870285170675523
-0.604830959686442,-0.238918434094208,-0.318886471533313,-0.17223551764816,0.358059011403613,-0.665139113384043,0.102632979200779,-0.300131595128314,-0.168712773521442,-1.01326925985606,-0.176878008697317,-0.0870285170675523
1.54204575896373,-0.393139243487368,-0.201911873232686,-0.287024387622518,-0.228706200840314,-0.362608553205218,1.12728701901916,-0.249266837716712,-0.227439853964762,0.102849087204728,-0.557723597807135,0.301603591356084
-0.423531104717963,-0.190796594701977,-0.274844816463955,-0.434732207694391,-0.526238583071562,-0.105451524503199,1.19536078669663,-0.202727480061456,-0.168712773521442,-1.01326925985606,-0.176878008697317,-0.0870285170675523
-0.970914825043568,-1.55551424508874,-1.11737952754618,6.79021973073602,-0.508845574572189,-0.306770878168698,0.194306171675405,4.93241470976063,-0.227439853964762,0.102849087204728,-0.557723597807135,0.301603591356084
-1.13631047565739,-1.40226601380549,-0.85165431918026,6.58933742407256,-0.402972071695458,-0.630628329076834,0.21963749548575,4.84834718789795,-0.140358763701762,1.37072484213851,-0.0454702983179751,0.265163943477113
1.89113017866897,-0.106125287584195,-0.351850842234167,-1.07738685117639,-0.0620440016118689,-0.370001691142763,-0.949363539963662,-0.210656224196331,-0.168712773521442,-1.01326925985606,-0.176878008697317,-0.0870285170675523
0.382508089746349,-0.106427835268362,-0.730189095957047,-0.511809221804173,-0.675647013570067,-0.546238232078177,0.0358391534199018,-0.0213674406311181,-0.227439853964762,0.102849087204728,-0.557723597807135,0.301603591356084
-0.433582434912928,-0.366694659844847,-0.276539938382038,-0.0400038351968105,-0.526238583071562,-0.105451524503199,1.19536078669663,-0.202727480061456,-0.179057787338708,1.09972202462502,-0.867395436542363,7.60092261431806
-0.389628026275186,-0.22649622643388,-0.483529058609228,-0.216154677643323,-0.467655984874018,-0.41824378249879,0.105300112694232,-0.221850992396561,-0.168712773521442,-1.01326925985606,-0.176878008697317,-0.0870285170675523
-0.733103341300438,-0.592669418810855,-0.469149224597902,0.0872737143738278,-0.565924939361058,0.0575321995473181,-1.03496136743573,-0.226761737352464,-0.0816316832584409,0.254606495077724,0.335375290791843,-0.123468164946523
0.0237635795570255,-0.544759446142884,0.247100893442983,-1.21433363246309,-0.434189329732833,0.018767604716855,-0.940062088662128,-0.180235605989366,-0.0816316832584409,0.254606495077724,0.335375290791843,-0.123468164946523
-0.433582434912928,-0.366694659844847,-0.276539938382038,-0.0400038351968105,-0.559621450478422,1.09593061003494,-1.29165803862494,-0.360841479823498,-0.179057787338708,1.09972202462502,-0.867395436542363,7.60092261431806
3.29365664235676,-0.58528226400082,1.44752888956997,0.585037294924393,0.756066446276072,-0.768815553165988,0.162899482862505,-0.1999585601095,-0.262600273759931,0.278899694610346,-0.602616830830564,-1.5557056816517
0.204279129139898,-0.335468324552625,-0.247816804026889,-0.313745319074154,1.20791780779312,0.372241710223506,0.368425526242385,-0.548494009981647,-0.168712773521442,-1.01326925985606,-0.176878008697317,-0.0870285170675523
-0.483389717710363,-0.532365098788428,-0.377622559672045,0.204797631461809,-0.199086253616645,2.42173241299746,-1.08765657086211,-0.221942078111076,-0.140358763701762,1.37072484213851,-0.0454702983179751,0.265163943477113
-0.520363690515168,-0.315746817164493,-0.695352264526289,0.0506528887269532,0.539416216835457,0.503171233358354,0.0356088461389577,-0.0273094960659611,-0.168712773521442,-1.01326925985606,-0.176878008697317,-0.0870285170675523
-0.611068687550659,-0.272464685276586,1.17011553983135,-0.111413968180495,0.537085525711025,-0.714968901127052,1.31292425578713,-0.318549473292793,-0.168712773521442,-1.01326925985606,-0.176878008697317,-0.0870285170675523
0.182188628601555,-0.359720297493383,1.09468544262591,-0.592868869503374,-0.512284594870245,-0.532338129321066,0.281935391059239,-0.109656744768391,-0.168712773521442,-1.01326925985606,-0.176878008697317,-0.0870285170675523
-0.442995624247629,-0.191870917097798,-0.449676825638358,-0.433662077079633,-0.335637230660588,0.952491884998862,1.11823401625714,2.28517017414787,-0.168712773521442,-1.01326925985606,-0.176878008697317,-0.0870285170675523
-0.671618576831248,-0.726639304298456,0.266321709063441,-0.00573418991716489,0.932586924194717,1.94694151311021,1.10536567466492,-0.222541519896106,-0.227439853964762,0.102849087204728,-0.557723597807135,0.301603591356084
